LSOA11CD,LSOA11NM,welsh_speakers_percent,wimd_2019,population_count,pop_density_persqkm,over_65_count
W01001088,The Vale of Glamorgan 006C,8.1,874,1906,2485.65466875326,516
W01001798,Cardiff 002D,11.0,1791,1432,4900.752908966461,294
W01000635,Carmarthenshire 025A,30.8,1273,2404,501.3764911987986,404
W01000576,Pembrokeshire 011D,10.9,928,2236,114.36579664779323,698
W01000634,Carmarthenshire 021C,35.1,1220,1342,552.4679922605079,561
W01000888,Neath Port Talbot 004A,29.5,1227,2670,609.1301074532887,460
W01000809,Swansea 008A,11.9,686,1576,3612.1934448773773,261
W01000889,Neath Port Talbot 015A,8.3,1133,1756,539.8591939004519,437
W01000808,Swansea 003C,11.5,1271,1418,2471.244336005577,426
W01000632,Carmarthenshire 021A,32.7,896,1480,4766.505636070853,386
W01001769,Cardiff 018A,14.3,1891,1598,4514.124293785311,341
W01001768,Cardiff 044E,8.7,240,1750,17766.497461928935,123
W01001399,Caerphilly 023E,11.6,1340,1276,4696.356275303644,289
W01000257,Flintshire 015C,8.7,1831,2532,4261.9087695674125,498
W01000608,Pembrokeshire 015D,10.5,640,1448,1106.0189428658723,358
W01001171,Rhondda Cynon Taf 017A,11.4,742,1314,489.4219308700834,278
W01000604,Pembrokeshire 013E,9.7,294,1582,1623.2300430946032,294
W01000616,Pembrokeshire 011F,11.0,1430,1077,313.710640528968,374
W01001692,Newport 011E,9.3,178,2093,10673.125956144824,180
W01000816,Swansea 003F,12.2,1677,1719,1006.9708862984007,276
W01000897,Neath Port Talbot 013D,7.0,263,1337,896.0525433952147,288
W01000647,Carmarthenshire 002A,46.0,910,1445,11.334969124956071,431
W01001919,Bridgend 017F,13.7,1902,1490,4704.767919166403,127
W01001918,Bridgend 017E,11.8,1894,2009,5574.361820199778,176
W01000895,Neath Port Talbot 013B,8.1,233,1425,1065.5002243158362,251
W01000390,Wrexham 020C,9.6,1359,1561,247.0523067183667,401
W01000311,Flintshire 011A,11.3,1274,1764,455.20231213872836,388
W01000391,Wrexham 003D,11.8,1347,1429,696.5634901291737,367
W01000310,Flintshire 020D,14.8,1476,1892,97.17414304937805,477
W01000392,Wrexham 003E,11.5,383,1723,2468.4813753581657,243
W01000313,Flintshire 016A,19.7,1211,1620,1795.212765957447,321
W01000312,Flintshire 011B,7.7,876,1683,2905.7320441988954,361
W01000393,Wrexham 009C,12.5,962,1931,2848.5027290160792,445
W01001087,The Vale of Glamorgan 006B,10.0,1735,1612,4211.076280041797,463
W01001644,Newport 013C,9.0,778,3538,7478.334390192347,221
W01001645,Newport 015D,9.5,620,1336,6640.159045725644,157
W01000639,Carmarthenshire 007C,37.9,743,1332,3082.6197639435322,261
W01000291,Flintshire 005B,13.6,1279,1330,1100.9022431917888,261
W01001429,Caerphilly 001F,12.4,473,1115,86.24423749265182,244
W01000213,Denbighshire 002A,15.1,400,1408,2259.306803594352,332
W01000292,Flintshire 004C,13.3,469,1498,7261.26999515269,189
W01000293,Flintshire 004D,12.7,678,1800,221.21446742616962,274
W01000210,Denbighshire 016E,19.5,1318,1343,101.17446757218944,451
W01001893,Cardiff 010B,11.7,1265,1953,455.4039874081847,282
W01001081,The Vale of Glamorgan 007A,10.4,142,1761,5179.411764705882,283
W01001639,Newport 004A,11.5,1702,2190,792.760180995475,330
W01001638,Newport 016C,10.9,1871,1146,1750.4200397128454,281
W01000781,Swansea 023B,10.1,1897,1709,4056.4918110610015,541
W01000700,Carmarthenshire 027G,44.2,1237,2024,34.38714763367493,634
W01001488,Torfaen 001B,9.5,252,1661,4274.318064848173,308
W01001489,Torfaen 001C,8.5,462,1617,149.2661312655774,315
W01001408,Caerphilly 016B,11.9,447,1458,4490.298737295966,228
W01000701,Carmarthenshire 001C,56.4,1024,1594,24.16242485243337,446
W01001409,Caerphilly 016C,10.3,1387,1700,1470.206693764594,372
W01001613,Newport 011C,10.0,1039,1614,8098.344204716507,203
W01001251,Rhondda Cynon Taf 024C,11.3,87,1631,2838.9904264577885,230
W01001682,Newport 006C,7.0,561,1410,2324.4312561819984,332
W01000074,Gwynedd 013B,54.1,1254,1867,31.92806523107232,629
W01001521,Torfaen 007C,12.3,788,1426,3199.4615212026033,263
W01001414,Caerphilly 008A,11.7,280,1530,1967.0866546670093,212
W01000501,Powys 003D,14.3,1125,2428,348.59513861968964,690
W01000740,Swansea 014C,10.3,1158,1675,1914.942265919744,606
W01000741,Swansea 014D,10.4,355,1696,831.4133045737535,365
W01001448,Blaenau Gwent 002C,7.5,565,1168,2367.727549158727,271
W01000553,Pembrokeshire 011A,11.6,1079,1222,67.18198511220821,368
W01000911,Neath Port Talbot 009C,10.2,1630,1190,600.0705965407693,270
W01000552,Ceredigion 011D,58.3,1270,2053,28.85688503068416,472
W01000999,Bridgend 010A,9.1,518,1465,1831.7079269817448,307
W01000931,Neath Port Talbot 020E,60.8,617,1358,171.64018756556578,272
W01000930,Neath Port Talbot 011D,7.0,210,1304,105.05792687839384,273
W01000933,Neath Port Talbot 019B,12.1,1487,2058,48.36355859910182,325
W01001579,Monmouthshire 001E,10.3,1425,1445,2307.201021874501,536
W01001578,Monmouthshire 009C,10.6,1560,2296,309.0133376401395,576
W01001807,Cardiff 007B,7.1,75,1595,6518.1855333060885,145
W01001886,Cardiff 016D,5.6,97,1304,5913.832199546486,140
W01001806,Cardiff 015D,10.2,1013,1701,1797.9071979706164,407
W01001887,Cardiff 020A,26.0,1864,1728,4128.045867176304,397
W01000959,Neath Port Talbot 017E,8.9,1092,1847,3273.6618220489186,366
W01001885,Cardiff 011D,8.4,402,2223,460.75403652040535,217
W01000824,Swansea 031B,10.5,1801,1588,959.6905783525714,573
W01001923,Carmarthenshire 026G,18.7,553,1648,634.041243459526,283
W01000138,Conwy 008A,23.0,616,1755,1035.0928929519316,494
W01001778,Cardiff 001B,11.9,1837,1727,400.1297467621232,469
W01000547,Ceredigion 009G,60.4,1321,1089,38.63496872660704,353
W01001642,Newport 013A,9.1,373,1779,5900.4975124378125,225
W01001643,Newport 013B,10.4,171,1681,6274.729376633072,104
W01000866,Swansea 019E,5.0,41,1258,5669.220369535827,163
W01000867,Swansea 019F,6.4,58,1340,5644.481887110363,198
W01000864,Swansea 019C,5.4,32,1699,4594.375338020552,138
W01000865,Swansea 019D,6.1,362,1366,4586.971121558093,209
W01000862,Swansea 019A,6.6,18,1788,4796.137339055794,118
W01000863,Swansea 019B,5.4,16,1653,5359.922178988327,205
W01000255,Flintshire 015A,8.5,1478,2303,250.0244270499723,440
W01001022,Bridgend 014B,10.6,118,1445,6212.38177128117,304
W01000730,Carmarthenshire 018D,45.7,543,1216,65.66087454237179,265
W01000199,Denbighshire 011C,38.1,519,1683,97.146221514165,362
W01001041,Bridgend 013C,11.9,1721,2432,751.336154963082,618
W01001048,Bridgend 008B,9.3,1529,1518,1771.5019255455713,324
W01001043,Bridgend 004E,11.4,406,1133,1407.1038251366122,185
W01001040,Bridgend 009F,11.6,1312,1526,104.63449921489841,372
W01001045,Bridgend 019D,8.2,510,1704,2233.5823830121903,357
W01001042,Bridgend 004D,11.6,526,1287,234.04680936187242,201
W01001047,Bridgend 018D,9.7,1364,1698,3220.178266641381,510
W01001044,Bridgend 019C,7.0,671,1616,1605.2448594417403,438
W01001049,Bridgend 008C,7.6,267,1322,3625.891387822271,221
W01001336,Caerphilly 004A,9.3,538,1437,1578.4270650263618,302
W01000676,Carmarthenshire 004A,52.4,1446,1559,34.24454426640015,456
W01000677,Carmarthenshire 004B,48.1,741,1437,733.3503444756316,348
W01001659,Newport 018A,9.9,21,1965,8322.74459974587,265
W01001658,Newport 020D,9.4,1522,2002,548.28285041354,329
W01000715,Carmarthenshire 013E,55.7,1544,1336,1761.835685085059,389
W01000795,Swansea 006A,16.1,1547,1570,456.0241663762055,249
W01000714,Carmarthenshire 013D,50.6,494,1380,2337.794341860071,272
W01000796,Swansea 006B,15.9,1533,3219,1305.1940153266025,276
W01000717,Carmarthenshire 016E,68.8,824,1501,640.9052092228864,323
W01000581,Pembrokeshire 003B,42.1,1262,1427,27.07666852617158,424
W01000797,Swansea 010B,14.5,1431,1420,1468.3073105159756,346
W01000716,Carmarthenshire 016D,65.8,1209,1267,115.12111795598686,306
W01000794,Swansea 010A,15.5,1118,2176,480.19419618227965,223
W01000765,Swansea 015C,6.4,719,1628,7526.583448913546,283
W01000764,Swansea 015B,6.1,732,1651,3542.1583351212184,244
W01000767,Swansea 015E,6.2,417,1598,4376.883045740893,344
W01000766,Swansea 015D,8.4,1057,1532,5059.445178335534,256
W01000762,Swansea 013C,6.3,207,1697,4938.882421420256,248
W01000488,Powys 006C,22.1,1304,2204,20.17967602647164,557
W01000489,Powys 017A,11.2,1137,2113,654.8080200811925,436
W01000409,Wrexham 017E,11.4,99,2085,5014.430014430014,279
W01000408,Wrexham 013D,18.2,846,1152,65.61037008349375,229
W01000840,Swansea 030D,10.6,1898,1706,441.34005950071145,588
W01000423,Wrexham 012D,14.1,599,2269,3873.3356094230107,194
W01000422,Wrexham 008F,10.8,1286,2143,3632.8191218850648,578
W01000425,Wrexham 010E,7.7,45,2213,4697.51645085969,259
W01000134,Conwy 015B,59.6,1000,2081,522.641082954517,600
W01000420,Wrexham 016E,12.0,1035,1443,668.4578681613933,245
W01000881,Swansea 029C,6.6,461,1483,3805.4914036438286,420
W01001731,Cardiff 008B,11.7,1780,1497,3012.0724346076454,329
W01000800,Swansea 006C,16.3,1664,1559,547.6709056418182,342
W01000803,Swansea 002F,38.3,1029,1873,32.40024771572199,397
W01001730,Cardiff 008A,11.2,1850,1544,2088.4620587041795,482
W01001733,Cardiff 019B,12.5,1818,2720,5480.556115252871,326
W01000882,Swansea 029D,7.1,591,1787,2283.70607028754,397
W01000801,Swansea 006D,8.7,179,1694,5317.011927181419,229
W01000880,Swansea 029B,8.8,1750,1573,2747.118407265107,562
W01001799,Cardiff 001D,13.3,1796,1256,1976.39653815893,423
W01001718,Cardiff 028A,9.3,895,1613,15303.605313092981,56
W01001719,Cardiff 028B,10.1,1422,2541,11384.408602150537,114
W01001761,Cardiff 046C,11.9,219,1861,11998.710509348808,219
W01001760,Cardiff 046B,8.3,666,1663,8398.9898989899,232
W01001420,Caerphilly 022D,13.6,1496,1290,2202.492743725457,328
W01001423,Caerphilly 024B,11.6,1552,1364,2701.5250544662313,451
W01001422,Caerphilly 022F,8.7,113,1489,5466.226138032306,389
W01001421,Caerphilly 022E,9.4,3,1564,6370.672097759674,208
W01000216,Denbighshire 002D,16.7,572,1375,466.5603474602152,260
W01000086,Gwynedd 008B,74.4,748,2285,29.021769502375086,514
W01000786,Swansea 007C,18.0,1636,1351,377.76472890976714,387
W01000707,Carmarthenshire 025D,29.6,222,1519,4717.391304347826,222
W01001482,Torfaen 002A,11.9,311,1306,113.13236313236312,232
W01001403,Caerphilly 011C,11.1,1007,1735,2006.4762345322079,318
W01000322,Flintshire 014E,14.3,1484,1302,889.7088970889708,388
W01001255,Rhondda Cynon Taf 023E,10.8,185,1795,1311.271824092337,286
W01001687,Newport 014D,5.1,135,2162,4208.68211018104,215
W01000195,Denbighshire 012A,45.4,1870,1433,1541.5232358003445,412
W01000586,Pembrokeshire 006C,14.4,549,2227,329.6134035877094,484
W01001469,Blaenau Gwent 005F,8.7,138,1360,907.45312604257,243
W01001288,Rhondda Cynon Taf 014G,11.0,131,1422,453.950518754988,298
W01001289,Merthyr Tydfil 006A,10.1,483,1343,100.00148922545384,294
W01001208,Rhondda Cynon Taf 006E,10.5,359,1590,3134.858044164038,327
W01001209,Rhondda Cynon Taf 008A,8.6,6,1439,2000.2780094523214,181
W01001410,Caerphilly 016D,10.8,566,1840,2701.512259580091,343
W01000467,Powys 010D,15.3,1536,1460,400.1205842856752,408
W01001759,Cardiff 046A,10.9,796,1556,1157.6519604196114,199
W01000364,Wrexham 006E,20.3,1223,1650,427.77144042310476,372
W01001902,Powys 017G,12.6,515,1361,919.7188809298552,221
W01001312,Merthyr Tydfil 006E,7.9,428,1586,87.72026858109976,477
W01000687,Carmarthenshire 004C,55.7,883,1944,10.1024378887152,535
W01000752,Swansea 002C,14.3,297,1587,2725.3992787223083,218
W01001818,Cardiff 009D,8.5,1190,1587,6038.812785388128,198
W01001276,Rhondda Cynon Taf 013D,8.1,107,1368,433.0895621616488,255
W01001688,Newport 019C,12.4,712,3077,2824.490545254269,244
W01001685,Newport 014B,9.7,339,1737,5278.0309936189615,223
W01000110,Gwynedd 006D,90.0,1204,1444,2794.1176470588234,286
W01000339,Flintshire 019D,24.4,1120,1680,114.59832604588026,409
W01000331,Flintshire 015F,5.3,1287,1546,1843.1092036242248,293
W01000338,Flintshire 001C,26.2,1052,1814,101.06300002228512,470
W01000333,Flintshire 009B,9.0,158,1562,449.5869671588521,178
W01000330,Flintshire 015E,6.7,789,2299,6621.543778801844,275
W01000335,Flintshire 009D,7.5,260,1096,3986.9043288468542,227
W01000332,Flintshire 009A,6.1,575,1551,93.83734859576737,229
W01000659,Carmarthenshire 026A,18.8,196,1816,2432.034284183742,251
W01000658,Carmarthenshire 010C,60.1,525,1284,306.8907000645331,253
W01001465,Blaenau Gwent 009B,8.4,239,1573,312.01650335224343,303
W01001524,Torfaen 004D,7.5,505,1908,1559.7155235837488,475
W01000673,Carmarthenshire 027F,20.1,881,1133,44.05697465071335,345
W01000713,Carmarthenshire 015E,65.6,1061,1309,359.91201539730554,287
W01000672,Carmarthenshire 027E,24.2,641,1566,20.821394714344027,402
W01000792,Swansea 004B,20.1,1806,1675,331.4206569054215,374
W01000675,Carmarthenshire 012A,57.8,1278,2046,45.99820143884892,591
W01000793,Swansea 004C,16.9,1765,1943,165.34059481768284,217
W01000674,Carmarthenshire 027A,48.7,1112,2102,20.531754869210182,556
W01000712,Carmarthenshire 015D,59.1,1299,1625,469.8432891921586,315
W01000710,Carmarthenshire 021D,34.9,1586,2241,82.37789434603127,618
W01000791,Swansea 004A,13.3,1749,1432,4632.804917502426,213
W01000843,Swansea 005E,14.5,1405,1406,3730.4324754576814,259
W01000761,Swansea 013B,9.1,724,1654,3140.903911887581,235
W01000760,Swansea 013A,12.8,624,1721,940.3343896841876,259
W01000763,Swansea 015A,6.5,649,1483,9680.156657963444,247
W01001840,Cardiff 007D,8.8,1164,1758,3436.2783424550435,333
W01001842,Cardiff 003B,11.1,1758,1693,545.0565017224171,140
W01001843,Cardiff 003C,10.7,1700,2610,804.2151968940656,210
W01001847,Cardiff 006D,10.7,1836,1525,1533.5880933226067,501
W01001844,Cardiff 003D,9.6,1616,1982,4535.469107551487,258
W01001841,Cardiff 003A,11.9,1673,1967,1558.7605990966006,239
W01001670,Newport 009B,10.7,1789,2226,446.71884406983736,422
W01001673,Newport 009D,8.0,1816,1420,2559.019643178951,427
W01000429,Powys 010A,23.4,1281,2311,8.665394292313634,608
W01001671,Newport 016D,9.0,804,1882,2285.922506984088,356
W01001739,Cardiff 039C,7.2,24,1426,6151.855047454702,123
W01001738,Cardiff 039B,10.3,28,1476,4939.759036144578,110
W01000006,Isle of Anglesey 006A,73.3,1116,1592,45.389747391229974,422
W01001402,Caerphilly 011B,7.8,423,1695,4020.3984819734346,234
W01001483,Torfaen 002B,13.2,197,1532,3661.5678776290633,204
W01001405,Caerphilly 011E,11.3,715,1842,1154.7865337596388,339
W01000704,Carmarthenshire 022B,35.4,1309,1647,3317.2205438066467,432
W01000785,Swansea 007B,18.1,1851,1684,1778.8106052603782,347
W01001481,Blaenau Gwent 006E,6.8,203,1670,2106.1924580653294,360
W01001813,Cardiff 017D,6.5,139,1639,5233.077905491699,233
W01001008,Bridgend 011B,9.5,1728,2365,1954.5454545454545,649
W01001270,Rhondda Cynon Taf 010B,15.3,745,1490,1198.3271674441048,390
W01001600,Newport 012A,8.8,1819,1765,2378.3856623096617,489
W01000073,Gwynedd 008A,81.3,1375,1691,82.0308331150372,424
W01000738,Swansea 014A,6.7,81,1843,382.9212549345523,261
W01000978,Bridgend 004B,9.8,527,1783,220.51275708967682,308
W01000915,Neath Port Talbot 010D,11.1,930,1270,4581.529581529581,240
W01000994,Bridgend 001D,11.6,232,1432,143.9760308060446,264
W01000914,Neath Port Talbot 010C,10.3,212,1659,2530.506406345333,292
W01000995,Bridgend 001E,10.6,632,1421,714.2857142857142,321
W01000996,Bridgend 008A,8.1,816,1533,205.06166564113542,324
W01000917,Neath Port Talbot 010F,12.3,1305,4263,322.95699209842496,528
W01000993,Bridgend 001C,9.2,194,1500,4878.048780487805,269
W01000912,Neath Port Talbot 010A,12.3,621,1103,3529.6,253
W01000556,Pembrokeshire 008B,16.2,1258,1171,46.662867754005795,385
W01000848,Swansea 001D,22.5,374,1200,2386.634844868735,200
W01000823,Swansea 031A,9.8,1905,1740,2439.366325529231,626
W01000347,Wrexham 006A,14.2,1514,2968,462.41333644932615,287
W01001915,Rhondda Cynon Taf 027F,21.3,1872,1756,3544.6104158255957,221
W01001912,Newport 020E,8.4,1131,1391,86.55395777461126,379
W01001914,Rhondda Cynon Taf 023F,14.5,1723,1852,399.5340207964792,247
W01001917,Rhondda Cynon Taf 023G,8.0,920,1585,1823.09638831378,300
W01001916,Rhondda Cynon Taf 027G,22.7,1907,1590,3025.6898192197914,164
W01001913,Newport 020F,9.2,1621,1632,234.70869946644038,138
W01001196,Rhondda Cynon Taf 027B,20.4,1736,1504,1721.2176699473566,266
W01001114,The Vale of Glamorgan 008A,12.0,1899,1547,1454.630935590033,503
W01001197,Rhondda Cynon Taf 027C,21.2,1879,1210,230.0861396870068,303
W01001117,The Vale of Glamorgan 014B,9.2,1553,1360,665.3294848588622,396
W01001116,The Vale of Glamorgan 005A,12.4,1857,1998,3793.4307955192708,689
W01001195,Rhondda Cynon Taf 030C,15.0,1139,1514,242.22449763215155,298
W01001115,The Vale of Glamorgan 008B,10.1,1715,2223,1245.1688791799695,450
W01000236,Denbighshire 006A,10.8,57,1948,3823.356231599607,257
W01001753,Cardiff 031C,10.2,151,1581,6038.96103896104,202
W01000856,Swansea 022D,9.2,382,1766,3691.471571906354,415
W01000081,Gwynedd 005B,74.7,1260,2097,45.968091962489,430
W01001590,Monmouthshire 009D,8.0,1608,2210,58.91071162007122,618
W01001510,Torfaen 005A,10.0,1175,1580,345.0987244452211,384
W01001591,Monmouthshire 011E,14.2,1804,1579,580.493364214551,213
W01001592,Monmouthshire 008D,11.8,450,1695,4295.4891028890015,216
W01001513,Torfaen 005D,9.2,1748,1486,246.8479542849549,398
W01001511,Torfaen 005B,7.9,1081,1626,3011.66882756066,380
W01000538,Ceredigion 005C,57.7,1003,1489,24.95985302351155,429
W01000539,Ceredigion 005D,50.0,767,1194,25.146424216385608,373
W01001236,Rhondda Cynon Taf 021G,17.0,1297,1647,3514.72471190781,356
W01000259,Flintshire 017A,9.6,921,1595,605.0834597875569,395
W01000252,Flintshire 010A,7.7,1498,1658,603.282028890587,559
W01001029,Bridgend 019A,9.1,1603,1827,537.8433277399981,677
W01000126,Conwy 009A,22.9,1466,1629,1933.072267710929,318
W01000127,Conwy 009B,18.6,190,1211,2284.9056603773583,217
W01000124,Conwy 012A,41.9,1251,2073,27.341287322242064,607
W01000125,Conwy 013B,33.3,1293,1385,272.75591791720825,415
W01000754,Swansea 002E,20.5,766,1556,2096.7524592373,297
W01001890,Cardiff 021D,10.4,1681,1746,7097.560975609756,307
W01001363,Caerphilly 012A,8.6,619,1814,1714.2317142317142,236
W01001153,Rhondda Cynon Taf 002C,10.9,432,1565,3292.6572690932044,297
W01001863,Cardiff 022A,8.8,829,1571,3673.9943872778294,319
W01000248,Denbighshire 008D,27.8,1243,1690,37.6058638445209,445
W01000249,Flintshire 014A,16.7,1862,1196,2521.6107948555773,296
W01000513,Ceredigion 002B,26.6,784,2253,7575.655682582382,128
W01001938,Swansea 025E,6.7,1105,1431,4438.585607940447,165
W01000593,Pembrokeshire 010C,9.3,794,2876,831.2619226544887,696
W01000512,Ceredigion 002A,36.5,1546,1396,2505.384063173008,230
W01001729,Cardiff 014C,13.3,1717,2169,206.8827378340741,361
W01000642,Carmarthenshire 008B,41.4,1406,1766,341.9498499370704,532
W01000591,Pembrokeshire 012C,10.5,702,1735,394.57824475222304,275
W01000510,Ceredigion 009D,55.8,370,1167,568.9352574102962,318
W01001551,Monmouthshire 010C,11.7,797,1159,4961.4726027397255,225
W01001548,Monmouthshire 001B,10.5,1231,2182,18.45213480713629,541
W01000646,Carmarthenshire 003A,48.8,758,2223,47.713077633019246,643
W01000896,Neath Port Talbot 013C,11.4,25,1621,1193.9309125727334,201
W01000817,Swansea 009A,8.9,37,1951,2892.512972572276,261
W01001741,Cardiff 039E,9.6,14,1770,7655.709342560554,140
W01001720,Cardiff 028C,10.4,866,2162,16182.634730538923,57
W01001721,Cardiff 032A,8.5,911,2922,9468.567725210627,118
W01001725,Cardiff 032D,12.4,886,2280,22243.90243902439,33
W01001931,Wrexham 012G,9.0,163,1513,4223.897264098269,206
W01001722,Cardiff 028D,10.4,1184,1807,20280.583613916948,50
W01001930,Wrexham 019F,31.2,1074,2089,18.41555687004294,530
W01001933,Gwynedd 017F,42.6,1326,2148,13.294942227657936,750
W01000083,Gwynedd 015D,79.2,1162,1379,4.994355545237672,282
W01001629,Newport 017A,7.0,1124,1405,3070.367132867133,403
W01001072,The Vale of Glamorgan 009E,12.2,1770,2879,2889.401846647933,347
W01001073,The Vale of Glamorgan 015E,8.6,216,2195,1097.3902609739025,319
W01001077,The Vale of Glamorgan 004C,8.3,1202,1380,2017.5438596491226,395
W01001075,The Vale of Glamorgan 004A,12.9,1759,1175,5454.967502321263,221
W01001198,Rhondda Cynon Taf 027D,13.4,1712,1582,3177.344848363125,315
W01001076,The Vale of Glamorgan 004B,11.5,1189,1500,4823.15112540193,211
W01001199,Rhondda Cynon Taf 027E,14.6,1670,1619,493.28174034916674,319
W01001119,The Vale of Glamorgan 003B,11.4,1503,1922,58.162230863506366,366
W01001070,The Vale of Glamorgan 009C,11.3,266,1155,9277.10843373494,117
W01001071,The Vale of Glamorgan 009D,9.3,548,1571,1334.6359697561807,281
W01000948,Neath Port Talbot 004D,31.3,761,1885,1530.6536743808365,419
W01000949,Neath Port Talbot 018A,10.5,979,1357,466.3711035501941,288
W01000594,Pembrokeshire 012E,9.1,310,2312,3165.3888280394303,431
W01000595,Pembrokeshire 007C,21.8,1186,2109,2389.8016997167138,597
W01000517,Ceredigion 002D,27.3,1014,1306,8007.357449417535,125
W01000596,Pembrokeshire 007D,17.2,1523,1612,63.625634973574826,421
W01000516,Ceredigion 003B,35.8,594,1701,2342.3299366565684,273
W01000515,Ceredigion 003A,37.2,533,1316,1123.5379492871166,235
W01001549,Monmouthshire 007A,9.6,1499,1450,26.011068157967912,402
W01001598,Monmouthshire 010F,10.3,656,1706,4774.699132381753,358
W01001519,Torfaen 007A,9.0,93,1333,5041.60363086233,193
W01001599,Monmouthshire 004F,10.0,986,2163,204.97123958797275,637
W01000224,Denbighshire 009C,18.2,1329,1425,1066.5369358580942,381
W01000227,Denbighshire 004B,13.3,973,1631,4784.394250513346,539
W01000226,Denbighshire 004A,11.7,351,1487,1746.5351186281418,463
W01000225,Denbighshire 009D,22.0,1210,1502,852.8760433819771,385
W01000851,Swansea 021C,7.0,811,1612,1176.7282283378347,257
W01001020,Bridgend 002E,10.6,427,1425,2300.984983045374,234
W01000757,Swansea 017C,10.1,775,1508,1494.8453608247423,456
W01001364,Caerphilly 012B,9.1,123,1859,4663.823381836427,259
W01001454,Blaenau Gwent 008E,6.4,387,1372,161.80771770921788,247
W01001457,Blaenau Gwent 004D,6.3,86,1731,1703.9078649473374,280
W01001456,Blaenau Gwent 004C,6.1,365,1341,1467.8196147110336,298
W01001154,Rhondda Cynon Taf 003D,10.8,451,1464,139.3144662466932,291
W01001455,Blaenau Gwent 008F,7.8,520,1791,5539.746365604702,378
W01001865,Cardiff 022C,10.0,1373,1294,764.2785423188234,245
W01001231,Rhondda Cynon Taf 017D,12.5,415,1536,2392.8960897336037,233
W01001230,Rhondda Cynon Taf 017C,14.2,1280,1599,2775.07809788268,387
W01001233,Rhondda Cynon Taf 001F,16.6,707,1768,23.83076918929557,409
W01001837,Cardiff 030C,10.7,703,1592,16113.360323886638,110
W01001836,Cardiff 030B,12.7,1140,1545,5492.356914326342,70
W01001835,Cardiff 033F,7.5,89,1790,6829.4544067149955,256
W01001834,Cardiff 033E,8.6,531,1609,13134.69387755102,125
W01000969,Neath Port Talbot 009D,13.6,1672,1248,180.21660649819492,276
W01000327,Flintshire 018C,11.1,1773,2312,399.4471319972357,431
W01001567,Monmouthshire 005B,7.6,828,1030,29.55523672883788,352
W01001895,Cardiff 010D,10.8,345,1691,1243.108137910755,374
W01001002,Bridgend 010D,9.6,272,2570,3263.492063492064,292
W01000140,Conwy 010B,22.5,647,1611,169.23691066476175,397
W01000141,Conwy 010C,21.9,1598,1608,3391.6895169795403,764
W01000820,Swansea 009D,11.3,1021,1432,3533.1852948433257,336
W01000343,Wrexham 007A,10.5,1877,1009,3633.4173568599213,370
W01000219,Denbighshire 001B,15.2,836,2638,4261.712439418417,553
W01000298,Flintshire 001B,15.9,475,1509,287.7245166456927,405
W01000218,Denbighshire 001A,12.7,592,1534,3223.3662534145824,418
W01000237,Denbighshire 006B,14.6,19,1845,2002.822405557968,195
W01001750,Cardiff 031A,8.0,255,1662,3626.4455596770676,380
W01000089,Gwynedd 011D,77.0,1102,2145,35.70132719059682,540
W01001907,Powys 001G,29.5,1064,1386,11.255764925054958,356
W01001396,Caerphilly 023D,13.6,242,1626,3808.854532677442,278
W01000600,Pembrokeshire 013A,9.2,148,1662,4744.504710248359,346
W01000755,Swansea 017A,8.4,861,2158,3284.627092846271,384
W01001369,Caerphilly 012D,10.3,1101,2213,294.2232267499834,515
W01001159,Rhondda Cynon Taf 028C,16.9,1753,1697,2135.934550031466,137
W01001470,Blaenau Gwent 001D,8.0,1103,1432,338.15056201001227,400
W01000859,Swansea 027B,12.9,1729,1411,1619.9770378874853,530
W01000858,Swansea 027A,11.8,1784,1626,4816.350710900475,283
W01001831,Cardiff 030A,10.5,812,1463,12181.515403830144,102
W01001830,Cardiff 033B,8.9,368,1578,16151.484135107474,73
W01000482,Powys 008C,16.7,1315,1964,241.0022946756163,524
W01000403,Wrexham 018C,6.6,1465,1350,45.791583846086006,331
W01000481,Powys 008B,14.9,1470,2165,307.3275984441984,598
W01001797,Cardiff 005C,10.0,1601,1406,3521.162033558728,343
W01000400,Wrexham 005C,9.7,1033,1890,1635.514018691589,273
W01001717,Cardiff 035D,20.8,879,1570,11578.171091445427,226
W01001716,Cardiff 035C,18.2,1345,1309,5786.914235190096,223
W01000939,Neath Port Talbot 008D,9.1,49,1202,2534.7954449599324,345
W01000938,Neath Port Talbot 008C,12.3,1416,1319,3678.1929726715007,445
W01000749,Swansea 026A,7.6,660,1984,9821.782178217822,493
W01001278,Rhondda Cynon Taf 028E,13.1,668,1173,4230.075730256041,160
W01001698,Cardiff 036E,9.0,173,2116,11749.028317601333,121
W01000723,Carmarthenshire 012E,41.0,787,1377,74.14187643020594,385
W01001619,Newport 003C,8.6,77,1355,4420.880913539968,212
W01000722,Carmarthenshire 012D,56.8,1445,1315,37.938456034666814,490
W01000725,Carmarthenshire 011D,54.7,955,2301,442.03246566131975,668
W01001215,Rhondda Cynon Taf 011C,9.4,141,1049,690.6768501448512,194
W01001214,Rhondda Cynon Taf 011B,14.4,1451,1269,372.51218223448603,328
W01001294,Merthyr Tydfil 003B,10.6,1746,1712,1038.267936199891,440
W01001217,Rhondda Cynon Taf 018A,8.8,262,1144,1959.9109131403118,170
W01001295,Merthyr Tydfil 002A,6.6,127,1567,1628.7288223677374,289
W01001216,Rhondda Cynon Taf 011D,11.1,493,1539,2338.5503722838475,303
