LSOA11CD,LSOA11NM,pop_density_persqkm
W01000884,Neath Port Talbot 017A,4704.603117071403
W01001734,Cardiff 019C,3737.3021497755726
W01000885,Neath Port Talbot 017B,1818.9851047715224
W01000804,Swansea 028C,401.8199758798378
W01000807,Swansea 003B,3506.322444678609
W01001737,Cardiff 039A,5499.3160054719565
W01000802,Swansea 007D,2298.9720434239603
W01001711,Cardiff 040C,1694.9306248299629
W01001790,Cardiff 023F,5357.744107744107
W01000698,Carmarthenshire 015B,550.6089154411765
W01000619,Pembrokeshire 016B,891.0042020409915
W01000618,Pembrokeshire 003D,38.58157275353748
W01000699,Carmarthenshire 015C,49.668557283126724
W01001765,Cardiff 044B,12352.941176470587
W01001764,Cardiff 044A,8730.427422767669
W01001767,Cardiff 044D,11027.692307692307
W01001766,Cardiff 044C,14365.642237982665
W01001406,Caerphilly 001D,795.3235633130249
W01000787,Swansea 016C,1756.2060022230455
W01001404,Caerphilly 011D,3846.377654931627
W01001484,Torfaen 002C,1043.6998818922111
W01000446,Powys 015D,1016.8246761917479
W01001427,Caerphilly 024F,6062.3486682808725
W01001426,Caerphilly 024E,346.69953581075765
W01001424,Caerphilly 024C,4142.857142857143
W01001365,Caerphilly 012C,3359.9218622822727
W01001155,Rhondda Cynon Taf 002D,2167.890289513783
W01000706,Carmarthenshire 025C,2308.6071056934743
W01000324,Flintshire 012D,1030.0768071208097
W01000758,Swansea 017D,3679.227770558753
W01000196,Denbighshire 012B,803.7889039242219
W01001468,Blaenau Gwent 005E,1211.287603159109
W01000509,Ceredigion 009C,299.6811902231669
W01000584,Pembrokeshire 014C,82.63660914986173
W01001487,Torfaen 001A,263.11269343077095
W01000997,Bridgend 012A,2249.9318615426546
W01000916,Neath Port Talbot 010E,873.5405823603882
W01001631,Newport 017C,6341.463414634146
W01001630,Newport 017B,4197.771587743733
W01001633,Newport 019A,4463.752375780614
W01001219,Rhondda Cynon Taf 018C,437.5786383335663
W01001298,Merthyr Tydfil 002D,1276.7605633802818
W01001218,Rhondda Cynon Taf 018B,3212.7440904419323
W01001299,Merthyr Tydfil 008A,2750.5788951372806
W01000744,Swansea 016B,7037.663986457893
W01000747,Swansea 024A,13956.117021276597
W01000950,Neath Port Talbot 018B,3628.571428571429
W01000953,Neath Port Talbot 005B,157.04656042140977
W01000745,Swansea 025B,7199.074074074074
W01000951,Neath Port Talbot 018C,4689.248895434462
W01001572,Monmouthshire 011A,2194.1368078175897
W01001575,Monmouthshire 005D,28.027081643717768
W01001574,Monmouthshire 011C,1538.289547233091
W01001577,Monmouthshire 004E,592.6247288503254
W01001573,Monmouthshire 011B,135.23151195962257
W01000819,Swansea 009C,2883.0567348514087
W01001788,Cardiff 023D,5000.0
W01001709,Cardiff 040A,3374.06321277289
W01001789,Cardiff 023E,3235.2941176470586
W01001697,Cardiff 036D,9029.559397657558
W01001616,Newport 005C,4399.509803921568
W01000479,Powys 009B,2722.1684414327206
W01000478,Powys 009A,4837.293388429752
W01001696,Cardiff 036C,9267.498643516006
W01001617,Newport 003A,4708.002883922134
W01001758,Cardiff 025D,9990.71494893222
W01000868,Swansea 024B,3461.6449736914983
W01000869,Swansea 024C,4089.7166841552994
W01000839,Swansea 030C,136.67864476386035
W01000838,Swansea 004E,498.42076881596176
W01000366,Wrexham 014A,3396.0047003525265
W01001554,Monmouthshire 004C,415.24246366904094
W01001557,Monmouthshire 001C,1642.876141501906
W01001556,Monmouthshire 006B,418.4753119913185
W01000388,Wrexham 008E,4286.840031520883
W01000309,Flintshire 019C,186.31580742534578
W01000389,Wrexham 017D,384.18948593307186
W01000308,Flintshire 020C,818.6163856061612
W01000380,Wrexham 004D,1326.2548262548262
W01000301,Flintshire 006E,66.57483930211203
W01001555,Monmouthshire 006A,58.847832535276915
W01001745,Cardiff 043D,3219.3939393939395
W01001744,Cardiff 043C,3728.3114684722814
W01001742,Cardiff 043A,6903.5984007107945
W01001315,Merthyr Tydfil 004D,3136.9058216129606
W01001280,Rhondda Cynon Taf 017E,643.7892302609846
W01001201,Rhondda Cynon Taf 014B,1198.8784685294402
W01001200,Rhondda Cynon Taf 014A,638.3940098115156
W01000351,Wrexham 005A,1059.6026490066224
W01000350,Wrexham 011B,2096.619679759135
W01000353,Wrexham 010B,5497.5922953451045
W01000352,Wrexham 010A,4964.894684052156
W01000355,Wrexham 017B,1950.492780197112
W01000354,Wrexham 017A,334.0863592117105
W01000356,Wrexham 017C,1250.7640586797067
W01000069,Gwynedd 013A,33.67454235331049
W01000359,Wrexham 019C,236.20460316820507
W01000842,Swansea 005D,293.7717904812988
W01001023,Bridgend 014C,3295.2755905511813
W01000440,Powys 020A,14.415552321590377
W01001498,Torfaen 011B,5088.832487309644
W01000023,Isle of Anglesey 007D,71.1883693284055
W01000022,Isle of Anglesey 004A,44.44081917368203
W01000025,Isle of Anglesey 009B,61.932494762626575
W01000024,Isle of Anglesey 007E,105.28380852733456
W01000027,Isle of Anglesey 009C,68.0598927055809
W01000026,Isle of Anglesey 005D,125.09317172764688
W01000179,Conwy 010F,1659.1709034024248
W01000178,Conwy 010E,2954.151567669765
W01000021,Isle of Anglesey 002C,48.26724078060976
W01000020,Isle of Anglesey 002B,24.471761381107875
W01000233,Denbighshire 017C,5031.323414252153
W01001864,Cardiff 022B,5286.467486818981
W01001501,Torfaen 009A,4659.287443791075
W01001771,Cardiff 018C,3994.053518334985
W01000828,Swansea 018B,162.97665819274323
W01000506,Ceredigion 005A,840.9148344705585
W01000987,Bridgend 007B,1656.5999748332706
W01000906,Neath Port Talbot 007A,1485.3734734450438
W01000986,Bridgend 007A,201.60849108217528
W01000907,Neath Port Talbot 007B,4351.761252446184
W01000985,Bridgend 015C,3814.1592920353987
W01000904,Neath Port Talbot 006C,3689.0459363957593
W01000984,Bridgend 016D,6518.518518518517
W01001492,Torfaen 012A,3339.6074213498255
W01001815,Cardiff 008D,4120.413922859831
W01001082,The Vale of Glamorgan 002A,2099.597976916094
W01000508,Ceredigion 009B,330.1766784452297
W01000905,Neath Port Talbot 006D,5141.727092946605
W01000983,Bridgend 015B,4842.544987146529
W01000902,Neath Port Talbot 006A,207.78742220766458
W01000982,Bridgend 016C,2857.7211090872293
W01000903,Neath Port Talbot 006B,1246.5501379944803
W01000900,Neath Port Talbot 014C,660.276010247087
W01000981,Bridgend 016B,5012.679628064243
W01000466,Powys 010C,776.6712454212454
W01000340,Flintshire 002C,106.91342347053111
W01000076,Gwynedd 001B,2190.6693711967546
W01000049,Gwynedd 016B,1077.6640577965081
W01000336,Flintshire 009E,3531.2430509228375
W01000041,Isle of Anglesey 006D,781.8285388778127
W01000048,Gwynedd 016A,91.09203827598155
W01000043,Isle of Anglesey 004E,483.9202505538156
W01000040,Isle of Anglesey 004D,70.57635250299855
W01000044,Isle of Anglesey 004F,187.15963519454104
W01000042,Isle of Anglesey 008D,866.4015904572565
W01000337,Flintshire 009F,2649.150986691143
W01000334,Flintshire 009C,2722.244705247538
W01000009,Isle of Anglesey 007C,82.78984895076537
