LA Name,LA Code,QS113: One person household: Total %,KS301: Day-to-day activities limited a lot %,LC3304: Provides unpaid care age 65+: Total %
Neath Port Talbot 008A,W01000934,39.5,18.1,3.6
Neath Port Talbot 019B,W01000933,16.7,8.3,2
Neath Port Talbot 019A,W01000932,37.3,17.9,3.4
Neath Port Talbot 020E,W01000931,28.8,17,3.4
Neath Port Talbot 011D,W01000930,34.5,22.2,2.6
Neath Port Talbot 020D,W01000929,30.1,18.4,3.7
Neath Port Talbot 020C,W01000928,32.4,18.2,3.6
Neath Port Talbot 020B,W01000927,28.1,15.4,2.6
Neath Port Talbot 003C,W01000926,31.1,15.8,5.2
Neath Port Talbot 003B,W01000925,30.6,18.4,3.5
Neath Port Talbot 011C,W01000924,27.4,21.2,2.8
Neath Port Talbot 007D,W01000923,26.3,14.7,5
Neath Port Talbot 007C,W01000922,32.5,16.7,3
Neath Port Talbot 011B,W01000921,32.3,26.4,2.4
Neath Port Talbot 011A,W01000920,27.2,17.3,3.2
Neath Port Talbot 020A,W01000919,28,16.7,2.9
Neath Port Talbot 002A,W01000918,32.4,15,3.1
Neath Port Talbot 010F,W01000917,22.2,10.1,2.6
Neath Port Talbot 010E,W01000916,25.1,12.4,3
Neath Port Talbot 010D,W01000915,23.4,12,2.9
Neath Port Talbot 010C,W01000914,28.1,16.5,2.5
Neath Port Talbot 010B,W01000913,35.6,14.3,4
Neath Port Talbot 010A,W01000912,34.8,18.5,3.5
Neath Port Talbot 009C,W01000911,16.7,9.7,3.3
Neath Port Talbot 009B,W01000910,25.8,11.6,4.4
Neath Port Talbot 009A,W01000909,26.5,17.9,4.2
Neath Port Talbot 006E,W01000908,30.4,13.5,5
Neath Port Talbot 007B,W01000907,32.2,17,3.8
Neath Port Talbot 007A,W01000906,23.2,13.3,6
Neath Port Talbot 006D,W01000905,23.6,12.7,3.2
Neath Port Talbot 006C,W01000904,21.7,7.1,3.5
Neath Port Talbot 006B,W01000903,25.1,9.3,5.1
Neath Port Talbot 006A,W01000902,24.7,15.5,5.5
Neath Port Talbot 014D,W01000901,28.1,16.8,2.9
Neath Port Talbot 014C,W01000900,37.4,20,3
Neath Port Talbot 014B,W01000899,23.2,12.1,4.3
Neath Port Talbot 014A,W01000898,29.4,14.6,3.4
Neath Port Talbot 013D,W01000897,31.6,16.6,4
Neath Port Talbot 013C,W01000896,19.3,16.7,2.7
Neath Port Talbot 013B,W01000895,44.6,16.9,2.3
Neath Port Talbot 013A,W01000894,33.3,17.4,4.3
Neath Port Talbot 003A,W01000893,24.8,16.8,3.3
Neath Port Talbot 015D,W01000892,25.2,13.9,5.2
Neath Port Talbot 015C,W01000891,32.3,17.1,3.5
Neath Port Talbot 015B,W01000890,20.9,9.5,4.3
Neath Port Talbot 015A,W01000889,29.9,13.5,5.3
Neath Port Talbot 004A,W01000888,24.4,13.5,2.7
Neath Port Talbot 005A,W01000887,22.1,13.5,2.9
Neath Port Talbot 017C,W01000886,38.5,17.8,2.6
Neath Port Talbot 017B,W01000885,41.1,18.9,2.4
Neath Port Talbot 017A,W01000884,30.4,13.2,2.7
Neath Port Talbot 016A,W01000883,26.2,13.7,3.6
Swansea 029D,W01000882,36.6,16.3,3.9
Swansea 029C,W01000881,49.3,21.1,4.2
Swansea 029B,W01000880,36.8,9.9,5.1
Swansea 029A,W01000879,27.6,10.4,5
Swansea 007F,W01000878,29.8,12.9,2.9
Swansea 007E,W01000877,24.4,12.2,4.4
Swansea 026E,W01000876,23.2,3.7,0.9
Swansea 026D,W01000875,40.2,8.1,1.2
Swansea 024F,W01000874,29.9,5.7,1.6
Swansea 026C,W01000873,33.4,6.8,0.4
Swansea 024E,W01000872,32,6.9,3.1
Swansea 026B,W01000871,38.8,7,1.4
Swansea 024D,W01000870,37.3,6.6,1.1
Swansea 024C,W01000869,45.7,11.3,2.5
Swansea 024B,W01000868,23.4,8.7,3.9
Swansea 019F,W01000867,31.8,19.6,2.8
Swansea 019E,W01000866,30.3,19.6,2.2
Swansea 019D,W01000865,33.3,15.5,2.5
Swansea 019C,W01000864,32.2,13.4,1.5
Swansea 019B,W01000863,40,19.4,1.8
Swansea 019A,W01000862,34.1,13.6,1.3
Swansea 027D,W01000861,42.8,7.7,2
Swansea 027C,W01000860,24.1,8,5.8
Swansea 027B,W01000859,34.3,13.4,5.9
Swansea 027A,W01000858,27.7,6.7,2.8
Swansea 022E,W01000857,47.9,19.1,4.4
Swansea 022D,W01000856,59.1,20.6,3.6
Swansea 022C,W01000855,27.1,11.7,5.7
Swansea 022B,W01000854,23.6,12.1,2.1
Swansea 022A,W01000853,25.7,10.3,3.7
Swansea 021D,W01000852,29.8,13.5,2.1
Swansea 021C,W01000851,30.9,13.1,2.8
Swansea 021B,W01000850,46.3,14.6,2.3
Swansea 021A,W01000849,30.5,16.7,3
Swansea 001D,W01000848,29.3,15.7,3.3
Swansea 001C,W01000847,25.9,16.1,4.3
Swansea 001B,W01000846,40,11.6,2.1
Swansea 001A,W01000845,23.9,10.8,2.7
Swansea 005F,W01000844,26.8,16.2,2
Swansea 005E,W01000843,24.2,11.9,3.4
Swansea 005D,W01000842,30.5,16.2,4
Swansea 005C,W01000841,31.5,15.1,3.7
Swansea 030D,W01000840,23.9,8.7,6
Swansea 030C,W01000839,32.2,8.5,4.5
Swansea 004E,W01000838,33.6,17.8,3.5
Swansea 004D,W01000837,20.6,7.2,2.8
Swansea 011E,W01000836,28.3,12.3,0.6
Swansea 013E,W01000835,31.1,20.4,3
Swansea 011D,W01000834,26.6,16.3,2.9
Swansea 011C,W01000833,35.7,18.1,2.2
Swansea 011B,W01000832,46.3,18.1,1.8
Swansea 013D,W01000831,33.2,17,2.6
Swansea 011A,W01000830,32.2,13.6,1
Swansea 018C,W01000829,30.8,14.6,3.7
Swansea 018B,W01000828,25.1,12.2,4
Swansea 031E,W01000827,33.8,5.7,2.6
Swansea 031D,W01000826,36.1,10.3,6.2
Swansea 031C,W01000825,38.3,10.2,3.9
Swansea 031B,W01000824,40.9,12.2,4.5
Swansea 031A,W01000823,25.5,7.9,5.7
Swansea 009F,W01000822,32.5,18.6,6.3
Swansea 009E,W01000821,35.1,17.6,3.9
Swansea 009D,W01000820,32.2,14.1,2.8
Swansea 009C,W01000819,24.6,11.9,5.8
Swansea 009B,W01000818,27.6,16.5,3.3
Swansea 009A,W01000817,42.8,20.4,2.8
Swansea 003F,W01000816,26.1,7.1,2
Swansea 003E,W01000815,23.7,10.9,4.4
Swansea 008E,W01000814,34.2,15.1,2
Swansea 008D,W01000813,26.3,11.3,4.2
Swansea 008C,W01000812,44,15.1,2.3
Swansea 008B,W01000811,29.7,13.3,2.6
Swansea 003D,W01000810,45.9,18.6,2.3
Swansea 008A,W01000809,34,11.3,2.1
Swansea 003C,W01000808,28.2,16.4,5.3
Swansea 003B,W01000807,20.8,8.3,1.8
Swansea 003A,W01000806,24.6,11.9,3.4
Swansea 028D,W01000805,20.3,6.6,3.7
Swansea 028C,W01000804,39.7,11.4,5.2
Swansea 002F,W01000803,27.6,11.8,4.4
Swansea 007D,W01000802,31,12.9,2.9
Swansea 006D,W01000801,31,15,1.9
Swansea 006C,W01000800,22.5,9.6,1.9
Swansea 010D,W01000799,25.6,12,1.1
Swansea 010C,W01000798,27.3,15.3,4.8
Swansea 010B,W01000797,25.8,14.4,5.4
Swansea 006B,W01000796,20.9,5,1.1
Swansea 006A,W01000795,26.3,8.8,2.5
Swansea 010A,W01000794,28.6,8,1.7
Swansea 004C,W01000793,25.5,5.9,1.7
Swansea 004B,W01000792,25.8,8.1,3.6
Swansea 004A,W01000791,29.2,8.2,2.3
Swansea 016F,W01000790,34.1,14.3,2
Swansea 016E,W01000789,33.8,15.8,2.2
Swansea 016D,W01000788,34.3,12.8,1.5
Swansea 016C,W01000787,30.8,12.1,1.5
Swansea 007C,W01000786,25.1,13.8,5.5
Swansea 007B,W01000785,22.2,9.7,4.6
Swansea 007A,W01000784,32.3,12.5,3.6
Swansea 023C,W01000782,32.4,12.5,4.9
Swansea 023B,W01000781,24.6,7.8,6.4
Swansea 012D,W01000779,23.5,11.7,2.3
Swansea 012C,W01000778,25.5,8.8,3
Swansea 012B,W01000777,28.9,11.7,3.5
Swansea 030B,W01000776,23.9,11.2,3.8
Swansea 030A,W01000775,24.1,9.3,3.6
Swansea 005B,W01000774,36.1,17.3,4.3
Swansea 005A,W01000773,35.9,12.2,2
Swansea 018A,W01000772,22,8.7,3.7
Swansea 020D,W01000771,21.8,12.5,4.4
Swansea 020C,W01000770,19.6,9.7,5.1
Swansea 020B,W01000769,25.2,9.2,4.5
Swansea 020A,W01000768,30.1,11.7,4.1
Swansea 015E,W01000767,46.9,20.3,2.9
Swansea 015D,W01000766,25.6,12,2.6
Swansea 015C,W01000765,33,13.6,2.6
Swansea 015B,W01000764,27.9,10.4,2
Swansea 015A,W01000763,26.9,10.8,3
Swansea 013C,W01000762,26.3,17.9,3.1
Swansea 013B,W01000761,29,10.1,2.5
Swansea 013A,W01000760,29.4,10.8,3
Swansea 012A,W01000759,28.7,17.4,4.3
Swansea 017D,W01000758,32.4,11.6,3.3
Swansea 017C,W01000757,37,19.2,4.4
Swansea 017B,W01000756,41.7,17.8,2
Swansea 017A,W01000755,32.8,13.2,2.9
Swansea 002E,W01000754,32.5,12.1,2.7
Swansea 002D,W01000753,30.9,12.4,2.8
Swansea 002C,W01000752,30.1,14.5,2
Swansea 002B,W01000751,27,12.3,4.6
Swansea 002A,W01000750,37.7,18.4,3.5
Swansea 026A,W01000749,46.9,16.3,3
Swansea 024A,W01000747,41.9,8.1,1.1
Swansea 025C,W01000746,42.5,10.1,2.1
Swansea 025B,W01000745,49.6,9.7,1.1
Swansea 016B,W01000744,40.1,11.7,1.8
Swansea 016A,W01000742,50,21.3,2.1
Swansea 014D,W01000741,34.6,19.7,3.6
Swansea 014C,W01000740,23.9,18.8,3.7
Swansea 014B,W01000739,39.9,13.3,1.5
Swansea 014A,W01000738,32,17.4,2.8
Swansea 028B,W01000737,35.6,11.1,4.3
Swansea 028A,W01000736,28.3,9.5,6.4
Carmarthenshire 027D,W01000735,28.4,10.3,2.6
Carmarthenshire 026F,W01000734,39.2,13.3,1.9
Carmarthenshire 026E,W01000733,50.3,20.2,1.8
Carmarthenshire 026D,W01000732,34.3,13.5,2.9
Carmarthenshire 017C,W01000731,26.9,11.3,2.6
Carmarthenshire 018D,W01000730,24.7,16.8,3.4
Carmarthenshire 018C,W01000729,28.9,18.6,2.6
Carmarthenshire 003D,W01000728,23,10.4,3.1
Carmarthenshire 019E,W01000727,29.2,14.3,6.2
Carmarthenshire 019D,W01000726,20.8,10.6,2.5
Carmarthenshire 011D,W01000725,30.4,19.1,3.5
Carmarthenshire 011C,W01000724,26.2,16.6,3.3
Carmarthenshire 012E,W01000723,31.8,12.7,3.9
Carmarthenshire 012D,W01000722,25.5,13.8,4.2
Carmarthenshire 027C,W01000721,23.7,11,2.4
Carmarthenshire 027B,W01000720,33.5,14.3,3.4
Carmarthenshire 010E,W01000719,27.8,15.6,3.5
Carmarthenshire 010D,W01000718,31.7,16.4,3.1
Carmarthenshire 016E,W01000717,33,16.8,3.4
Carmarthenshire 016D,W01000716,25.9,11.5,3.4
Carmarthenshire 013E,W01000715,27.2,12.8,3
Carmarthenshire 013D,W01000714,34.5,17.1,3
Carmarthenshire 015E,W01000713,26.3,13.1,3.2
Carmarthenshire 015D,W01000712,26.8,12.8,3.1
Carmarthenshire 021E,W01000711,32,17.3,3.8
Carmarthenshire 021D,W01000710,21.5,12.5,3.9
Carmarthenshire 004D,W01000709,22.4,9.9,3.4
Carmarthenshire 025E,W01000708,33.1,18.8,2.7
Carmarthenshire 025D,W01000707,28.8,15.5,2.9
Carmarthenshire 025C,W01000706,24.9,13,2.9
Carmarthenshire 022C,W01000705,32,14.5,3.4
Carmarthenshire 022B,W01000704,31.3,13.2,4.5
Carmarthenshire 022A,W01000703,37.3,13.2,2.1
Carmarthenshire 001D,W01000702,29.7,11.8,2.1
Carmarthenshire 001C,W01000701,30.1,12.1,3.1
Carmarthenshire 027G,W01000700,28.3,11.2,4.9
Carmarthenshire 015C,W01000699,20.7,10.6,2.9
Carmarthenshire 015B,W01000698,23.6,15.5,3.4
Carmarthenshire 015A,W01000697,30.1,16.1,3.3
Carmarthenshire 012C,W01000696,30.1,13.8,2.6
Carmarthenshire 012B,W01000695,29.9,16.4,3.3
Carmarthenshire 008D,W01000694,23.5,10,3.9
Carmarthenshire 008C,W01000693,34.3,15,4.2
Carmarthenshire 019C,W01000692,25.6,11.8,3
Carmarthenshire 019B,W01000691,24.6,16.6,5.3
Carmarthenshire 019A,W01000690,28.6,15.2,3.8
Carmarthenshire 003C,W01000689,26.6,10.2,3.7
Carmarthenshire 003B,W01000688,29.9,12.3,3.2
Carmarthenshire 004C,W01000687,30.1,9.8,3
Carmarthenshire 001B,W01000686,26.4,11.1,2.5
Carmarthenshire 001A,W01000685,29.5,12.3,2.8
Carmarthenshire 005D,W01000684,22.4,11.3,3.1
Carmarthenshire 005C,W01000683,25,9.5,3
Carmarthenshire 005B,W01000682,26.4,9,3.3
Carmarthenshire 011B,W01000681,31.6,16.9,3
Carmarthenshire 011A,W01000680,26.3,11.8,4.3
Carmarthenshire 002D,W01000679,36.4,10,1.9
Carmarthenshire 002C,W01000678,36.3,15.8,2.3
Carmarthenshire 004B,W01000677,45.7,14.6,3.1
Carmarthenshire 004A,W01000676,32.5,11.8,3.8
Carmarthenshire 012A,W01000675,27.5,12.1,4.4
Carmarthenshire 027A,W01000674,23,9.9,4.2
Carmarthenshire 027F,W01000673,31.3,12.7,3.6
Carmarthenshire 027E,W01000672,26.3,12.3,4.1
Carmarthenshire 018B,W01000671,26.7,14,3.7
Carmarthenshire 018A,W01000670,33.8,19,3.3
Carmarthenshire 023C,W01000667,29.1,14.7,4.9
Carmarthenshire 017B,W01000666,33.9,14.5,1.9
Carmarthenshire 017A,W01000665,21.7,10.5,3.1
Carmarthenshire 016C,W01000664,26.6,13.7,2.9
Carmarthenshire 016B,W01000663,30.2,15.7,3.5
Carmarthenshire 016A,W01000662,27.8,14.6,3
Carmarthenshire 026B,W01000660,41.6,17.5,3.4
Carmarthenshire 026A,W01000659,31.7,14.9,2.3
Carmarthenshire 010C,W01000658,27.9,14.6,3
Carmarthenshire 010B,W01000657,34.5,19.5,3.6
Carmarthenshire 010A,W01000656,29.1,16.2,3.1
Carmarthenshire 020C,W01000655,28.2,15.4,2.1
Carmarthenshire 023B,W01000654,37.9,13.8,2.9
Carmarthenshire 023A,W01000653,32.2,16,4
Carmarthenshire 020B,W01000652,29.8,17.5,3.3
Carmarthenshire 020A,W01000651,31.9,13.6,3.3
Carmarthenshire 002B,W01000650,27.4,10.9,2.9
Carmarthenshire 006E,W01000649,25.7,8.5,4.1
Carmarthenshire 006D,W01000648,22.4,9.9,3
Carmarthenshire 002A,W01000647,25.7,9.9,3.8
Carmarthenshire 003A,W01000646,30.2,13.6,3.2
Carmarthenshire 006C,W01000645,34.8,9.3,2.4
Carmarthenshire 006B,W01000644,26,6.8,2
Carmarthenshire 006A,W01000643,31.5,10.1,1.8
Carmarthenshire 008B,W01000642,29.9,14.1,3.2
Carmarthenshire 008A,W01000641,53.7,14.6,2.4
Carmarthenshire 007D,W01000640,24.6,7.3,3.5
Carmarthenshire 007C,W01000639,38.1,11.3,2.1
Carmarthenshire 007B,W01000638,29.3,9.8,1.5
Carmarthenshire 007A,W01000637,36.8,13.5,2.2
Carmarthenshire 025B,W01000636,25.9,15.9,3
Carmarthenshire 025A,W01000635,25.1,9.3,2.3
Carmarthenshire 021C,W01000634,33.2,17.1,5.4
Carmarthenshire 021B,W01000633,42.1,20.3,4.3
Carmarthenshire 021A,W01000632,29.1,14.8,2.8
Carmarthenshire 024D,W01000631,33.3,18.6,2.6
Carmarthenshire 024C,W01000630,27.3,13.6,2.4
Carmarthenshire 024B,W01000629,33.4,13.8,3.7
Carmarthenshire 024A,W01000628,26.1,16.1,3.2
Carmarthenshire 013C,W01000627,27,12.6,2.3
Carmarthenshire 013B,W01000626,44.1,16.6,4.2
Carmarthenshire 013A,W01000625,35.5,17.9,2.9
Carmarthenshire 005A,W01000624,24.7,10,3.8
Pembrokeshire 004D,W01000623,22.9,8.9,2.6
Pembrokeshire 008E,W01000622,27.8,7.8,3.1
Pembrokeshire 016D,W01000621,36,13.1,3.2
Pembrokeshire 016C,W01000620,55,11.7,2.3
Pembrokeshire 016B,W01000619,35.1,12.4,3.5
Pembrokeshire 003D,W01000618,26.8,7.5,3.1
Pembrokeshire 002F,W01000617,29.8,9,2.6
Pembrokeshire 011F,W01000616,36.7,10.8,3.9
Pembrokeshire 011E,W01000615,29.2,14.1,4.2
Pembrokeshire 008D,W01000614,27.9,9.1,2.8
Pembrokeshire 001E,W01000613,33.4,10.2,4.1
Pembrokeshire 003C,W01000612,37.3,11.2,4.2
Pembrokeshire 004C,W01000611,24.7,8.8,4.4
Pembrokeshire 016A,W01000610,30.8,13.8,4.7
Pembrokeshire 014D,W01000609,26.7,12.7,5.1
Pembrokeshire 015D,W01000608,40,13.3,4
Pembrokeshire 015C,W01000607,32.4,15.4,1.9
Pembrokeshire 015B,W01000606,30.3,13.5,2
Pembrokeshire 013F,W01000605,24.1,11,2.6
Pembrokeshire 013E,W01000604,25.2,11,2.4
Pembrokeshire 013D,W01000603,33,12.7,2.5
Pembrokeshire 013C,W01000602,32.2,13.7,3.4
Pembrokeshire 013B,W01000601,28.7,16.1,2.3
Pembrokeshire 013A,W01000600,43,16.4,2.4
Pembrokeshire 009D,W01000599,24.1,11.6,3.3
Pembrokeshire 009C,W01000598,33,11.9,3.2
Pembrokeshire 002E,W01000597,41.3,10.2,3.7
Pembrokeshire 007D,W01000596,25.6,11.3,3.4
Pembrokeshire 007C,W01000595,39.1,12.1,3.3
Pembrokeshire 012E,W01000594,33.1,12.7,2.6
Pembrokeshire 010C,W01000593,28.2,12,3.3
Pembrokeshire 012D,W01000592,21.5,11.4,2.8
Pembrokeshire 012C,W01000591,26.2,8.8,2.8
Pembrokeshire 012B,W01000590,38.9,16.8,5.9
Pembrokeshire 012A,W01000589,35.2,10.9,3
Pembrokeshire 010B,W01000588,30.3,8.2,2.1
Pembrokeshire 010A,W01000587,44.3,11.1,3
Pembrokeshire 006C,W01000586,25.8,12.1,3.2
Pembrokeshire 007B,W01000585,22,10.4,2.5
Pembrokeshire 014C,W01000584,26.5,10.8,3.7
Pembrokeshire 004B,W01000583,25.2,8.4,2.8
Pembrokeshire 004A,W01000582,28.3,9,2.8
Pembrokeshire 003B,W01000581,27.6,9.6,2.3
Pembrokeshire 009B,W01000580,25.9,8.7,3.6
Pembrokeshire 003A,W01000579,27.1,9.6,2.8
Pembrokeshire 014B,W01000578,29.2,9.9,4.7
Pembrokeshire 007A,W01000577,23.8,10.9,3.1
Pembrokeshire 011D,W01000576,28.7,11.9,4.6
Pembrokeshire 008C,W01000575,27,13.7,3.1
Pembrokeshire 015A,W01000574,26.5,9.6,3.1
Pembrokeshire 006B,W01000573,32.3,8.8,2.1
Pembrokeshire 005D,W01000572,35.2,9.8,2.2
Pembrokeshire 006A,W01000571,34.1,13.1,3.4
Pembrokeshire 005C,W01000570,25.4,7,0.5
Pembrokeshire 005B,W01000569,25.5,7.8,1.7
Pembrokeshire 005A,W01000568,48.1,10.2,2
Pembrokeshire 002D,W01000567,35.3,11.4,2.9
Pembrokeshire 002C,W01000566,39.5,11.9,3
Pembrokeshire 002B,W01000565,39.4,11.5,4.1
Pembrokeshire 011C,W01000564,27.5,15.5,4.5
Pembrokeshire 011B,W01000563,23.8,12.8,2.7
Pembrokeshire 002A,W01000562,27.2,9.6,3.7
Pembrokeshire 001D,W01000561,26.5,8.6,2.7
Pembrokeshire 001C,W01000560,25.7,8.9,3.5
Pembrokeshire 001B,W01000559,27.7,11.2,4
Pembrokeshire 001A,W01000558,30.3,11.2,2.9
Pembrokeshire 014A,W01000557,23.5,8.6,2.5
Pembrokeshire 008B,W01000556,27.9,9.9,4.8
Pembrokeshire 008A,W01000555,24,9,2.7
Pembrokeshire 009A,W01000554,23,10.3,3.6
Pembrokeshire 011A,W01000553,24.7,11.9,5.3
Ceredigion 011D,W01000552,26.4,8.5,2.9
Ceredigion 010E,W01000551,29.6,10.5,2.7
Ceredigion 011G,W01000550,39.6,11.5,3
Ceredigion 001E,W01000549,29.7,6.9,2.5
Ceredigion 001D,W01000548,28.4,11.3,2.7
Ceredigion 009G,W01000547,34.7,11.4,3.1
Ceredigion 009F,W01000546,32.3,13.6,4.8
Ceredigion 007D,W01000545,28.4,11.3,4.6
Ceredigion 007C,W01000544,39.8,10.9,3.5
Ceredigion 011C,W01000543,29.2,9.1,2.4
Ceredigion 011F,W01000542,28.9,11.6,3
Ceredigion 008E,W01000541,28.8,11.2,2.8
Ceredigion 005E,W01000540,33.7,13.3,5.4
Ceredigion 005D,W01000539,25.9,12.8,3.7
Ceredigion 005C,W01000538,27.1,9,2.4
Ceredigion 008D,W01000537,32.5,9.6,4
Ceredigion 011E,W01000536,32.4,9.9,3.6
Ceredigion 008C,W01000535,29,13.1,3.9
Ceredigion 011B,W01000534,28.4,8.4,3.1
Ceredigion 010D,W01000533,37.4,13.4,3.3
Ceredigion 007B,W01000532,25.8,12,4.2
Ceredigion 010C,W01000531,31.4,13.4,3.1
Ceredigion 007A,W01000529,26.5,11.1,3.6
Ceredigion 008B,W01000528,32.1,11.8,2.2
Ceredigion 008A,W01000527,41,6.7,1.7
Ceredigion 011A,W01000525,27.6,11.7,4.1
Ceredigion 005B,W01000524,28.4,10.4,2.8
Ceredigion 001C,W01000523,29.3,7,2.4
Ceredigion 010B,W01000522,28.8,12.4,4.8
Ceredigion 010A,W01000519,28.5,11.7,4.7
Ceredigion 003C,W01000518,45.5,10.3,3
Ceredigion 002D,W01000517,42.1,5.9,1
Ceredigion 003B,W01000516,25.8,10.4,2.9
Ceredigion 003A,W01000515,31.7,12.7,1.9
Ceredigion 002B,W01000513,42.8,4.2,0.4
Ceredigion 002A,W01000512,38.2,4.4,2.2
Ceredigion 009E,W01000511,47.7,13.6,1.7
Ceredigion 009D,W01000510,51.6,17.9,3.1
Ceredigion 009C,W01000509,33.5,13.3,4.3
Ceredigion 009B,W01000508,33.6,11.5,3.3
Ceredigion 009A,W01000507,32.5,13.5,5.9
Ceredigion 005A,W01000506,46,13.9,3.4
Powys 021E,W01000505,34.8,17.4,4.9
Powys 021D,W01000504,37.5,19.9,2.3
Powys 020C,W01000503,20.4,7.8,3.4
Powys 021C,W01000502,35.2,19.8,4.9
Powys 003D,W01000501,35.8,13.3,2.3
Powys 003C,W01000500,30.7,8,2.3
Powys 003B,W01000499,40.2,11.6,1.5
Powys 003A,W01000498,43.9,11.2,2.6
Powys 005D,W01000497,19.4,8.4,3.4
Powys 021B,W01000496,29.9,16.9,3.8
Powys 015E,W01000494,32,10.4,3.4
Powys 017E,W01000493,23.4,5.9,3.4
Powys 017D,W01000492,48,9.4,2.6
Powys 017A,W01000489,39.1,12.5,2.2
Powys 006C,W01000488,22.4,7.6,3.2
Powys 012E,W01000487,38.5,14.2,3.3
Powys 011G,W01000486,30.5,9.2,3
Powys 011F,W01000485,33.2,9.9,6.5
Powys 011E,W01000484,25.4,8.3,2.9
Powys 009C,W01000483,33.3,12.3,1.9
Powys 008C,W01000482,34,8,3.1
Powys 008B,W01000481,38.6,8.8,3
Powys 008A,W01000480,38.8,12.8,1.8
Powys 009B,W01000479,29.5,11.4,2.3
Powys 009A,W01000478,32.3,10.3,1.5
Powys 012D,W01000477,23.3,7.4,3.3
Powys 005C,W01000476,36.2,8.2,3.9
Powys 001E,W01000475,24,8.3,3.7
Powys 020B,W01000474,30,10,2.9
Powys 004C,W01000473,37.9,11.1,2.4
Powys 012C,W01000472,28.2,10.3,4.4
Powys 014E,W01000471,32.3,8.7,3.6
Powys 001D,W01000470,33.1,10.8,2.9
Powys 010D,W01000467,45,10.9,2.9
Powys 010C,W01000466,31.2,10.4,3.6
Powys 018E,W01000465,23,9.2,4.1
Powys 011D,W01000464,24,8.4,4.8
Powys 001A,W01000461,33.2,10.2,2.9
Powys 006B,W01000460,26.4,8.3,3.2
Powys 014D,W01000459,28.1,8.5,2.8
Powys 002C,W01000458,26.7,9.1,3.9
Powys 002B,W01000457,21,6.7,3.4
Powys 013C,W01000456,41.3,13.1,3.8
Powys 013B,W01000455,31.5,8.4,2.7
Powys 013A,W01000454,56.3,17,3.3
Powys 010B,W01000453,25.9,8.2,2.3
Powys 004B,W01000452,24.8,11.1,3.6
Powys 012B,W01000451,29.8,7.4,2.6
Powys 014C,W01000450,26,8.2,3.4
Powys 011C,W01000449,35.9,9.1,3.4
Powys 011B,W01000448,31.9,9,2.9
Powys 007C,W01000447,24.1,7.9,2.5
Powys 015D,W01000446,46.1,9.4,2.8
Powys 015C,W01000445,26.2,7.1,3.1
Powys 002A,W01000444,29.1,8,3.4
Powys 015B,W01000443,28.7,7.3,3.1
Powys 004A,W01000442,30.9,9,2.5
Powys 005B,W01000441,24.6,6.7,4.3
Powys 020A,W01000440,24.2,6.7,3.3
Powys 007B,W01000439,23.8,7.3,2.6
Powys 012A,W01000438,32.6,14.4,5.8
Powys 007A,W01000434,26.3,11.4,2.8
Powys 006A,W01000433,30.2,10.7,3.8
Powys 014B,W01000432,31.6,9.7,3.3
Powys 014A,W01000431,35.5,7.3,1.3
Powys 015A,W01000430,29.8,10.7,3.2
Powys 010A,W01000429,24.9,7.1,3.1
Powys 005A,W01000428,29.5,8.7,3.4
Powys 011A,W01000427,26.7,8,3.5
Powys 021A,W01000426,32.8,16.9,5.1
Wrexham 010E,W01000425,28.6,14.5,1.4
Wrexham 012E,W01000424,31.7,8.9,1.7
Wrexham 012D,W01000423,27.1,6.5,0.8
Wrexham 008F,W01000422,32.8,13.5,2.6
Wrexham 016E,W01000420,32.9,10.5,3
Wrexham 016D,W01000419,30.5,10.3,1.8
Wrexham 020E,W01000418,29.6,7.3,2.8
Wrexham 020D,W01000417,21.6,5.9,3.4
Wrexham 007D,W01000416,22,5.6,1.7
Wrexham 007C,W01000415,31.2,12.1,3.7
Wrexham 010D,W01000414,26,9.6,1.2
Wrexham 010C,W01000413,30.2,9.5,1.2
Wrexham 015D,W01000412,30.3,12.3,2.1
Wrexham 015C,W01000411,44.8,15.3,2.1
Wrexham 014D,W01000410,29.8,11.8,2.3
Wrexham 017E,W01000409,31,12.9,1.3
Wrexham 013D,W01000408,29.8,12.6,3
Wrexham 016C,W01000407,26.5,7.6,3.1
Wrexham 013C,W01000406,26.1,12.7,1.5
Wrexham 015B,W01000405,29.7,13.2,1.4
Wrexham 018D,W01000404,27.6,8.6,3.3
Wrexham 018C,W01000403,24.9,8.4,2.4
Wrexham 011D,W01000402,33.4,6.4,1.3
Wrexham 005D,W01000401,34.1,10.1,1.1
Wrexham 005C,W01000400,32.3,10.3,2
Wrexham 013B,W01000399,21.7,6.6,3.9
Wrexham 013A,W01000398,30.5,11.7,3.6
Wrexham 020I,W01000397,15.8,4.5,3.5
Wrexham 020H,W01000396,20.2,6,3.6
Wrexham 016B,W01000395,26.9,9.8,3.5
Wrexham 016A,W01000394,22.3,6.6,1.6
Wrexham 009C,W01000393,28.6,11.4,4
Wrexham 003E,W01000392,29.6,12.2,1.4
Wrexham 003D,W01000391,25.1,10.7,3.2
Wrexham 020C,W01000390,26.1,11,2.2
Wrexham 017D,W01000389,28.1,9.2,2.1
Wrexham 008E,W01000388,31.1,9.4,3.8
Wrexham 008D,W01000387,20.3,8,3.1
Wrexham 015A,W01000386,35.2,11.3,1.6
Wrexham 014C,W01000385,23.2,10.1,3.4
Wrexham 020B,W01000384,32,10.3,4
